Library System,Type of Library System,Year,Population Served,Resident cardholder new registrations,Non-resident cardholder new registrations,BC OneCard new registrations from within the federation,BC OneCard new registrations from outside the federation,Active resident cardholders at year-end,Active resident cardholders as % of population served,Active non-resident cardholders at year-end,"Active BC OneCard cardholders from within the federation, registered at year end","Active BC OneCard cardholders from outside of the federation, at year-end",Active BC OneCard cardholders at year-end,Total cardholders registered at end of year,Total active cardholders as % of population served,Total circulation to OneCard cardholders,Total circulation of print and other physical materials,Circulation of electronic materials,Circulation of all materials,Circulation per capita,Circulation per volume held,Circulation per hour open,Circulation of children's materials,Circulation of books,Circulation of restricted circulation audio materials (e.g. DAISY),Items returned to home library from BC OneCard cardholders at the end of the year,In library use of materials.,"Total circulation, including in-house use",In-person visits.,Total virtual visits.,Total library visits (in person + virtual),Interlibrary loan requests made to other libraries,Items borrowed from other libraries on interlibrary loan,Interlibrary loan borrowing fill rate for loan requests made to other libraries,"Interlibrary loans borrowed per 1,000 circulation",Interlibrary loan requests received from other libraries,Items lent to other libraries on interlibrary loan,Interlibrary loan lending fill rate for requests received,Catalogued print volumes added,Catalogued print volumes held,Uncatalogued print volumes held,Total print volumes held,% of total materials in print format,Print volumes per capita,Total print titles held,Print titles per capita,"Print periodicals, subscriptions held","Print periodicals, titles held","Print materials in other languages, volumes held","Audio-visual materials in other languages, volumes held","Total materials in other languages, volumes held","Total audio-visual materials, volumes added","Restricted circulation talking books, volumes held","General circulation audio materials, volumes held","Videos and DVDs, volumes held","Computer games and CD-ROMs, volumes held","Total audio-visual materials, volumes held","Audio-visual materials, titles held","Total physical materials, volumes added","Total physical materials, volumes held","Total physical materials, titles held","Electronic collections, volumes held","Electronic collections, titles held",% of total materials in electronic format,"Total materials, volumes held",Total materials (incl. non-print) per capita,"Total materials, titles held",Total licensed online database subscriptions,Licensed online databases with remote access,In-person adult reference transactions.,In-person children and teen reference transactions.,Electronic reference transactions.,Total reference transactions,Reference transactions per capita,Adult programs offered at the library,Adult outreach programs,Total adult programs,Total adult program attendance,Children's programs offered at the library,Children's outreach programs,Attendance at children's programs,Young adult programs offered at the library,Attendance at young adult programs,Young adult outreach programs,Total children's and young adult programs,Total children's and young adult program attendance,Total library programs in library,Total program attendance,Program attendance per capita,Children registered in Kids' Summer Reading Club,Young adults registered in Teen Reading Club,Other outreach activities,Total library outreach programs & activities,Total library programs,Newcomer / ELL programs,Attendance at newcomer / ELL programs,Number of newcomer / ELL programs offered outside of the library,"Professional Librarians, hours worked","Professional librarians, FTE","Full time equivalent professional librarians per 1,000 population","Library Technicians, hours worked","Library technicians, FTE","Community Librarians, hours worked","Community librarians, FTE","Other Staff, hours worked","Other staff, FTE","Total Employees, hours worked","Total employees, FTE","Full-time equivalent employees per 1,000 population served","Full-time equivalent employees per 10,000 circulation","Volunteers, hours worked",Volunteer FTEs,Full-time employees,Part-time employees,Total employees,Volunteers,Computers available for public use that provide access to the library catalogue only,Computers available for public use that provide access to the Internet only,Computers available for public use that provide access to the Internet and to application software,Public Internet access computers,"Public Internet access computers per 1,000 service population",Other computers available for public use,Total computers available for public use,Number of service points with wireless internet,Number of times wireless Internet was used,Online database sessions,Number of public access workstation sessions.,Total website and catalogue page views,eReaders,Devices for the visually disabled,Audio visual players,Cameras,Game consoles,Other (describe),Service points,Other occupied facilities,Do you have any LEED certified library buildings?,Do you have any Shared Space facilities?,"Total square metres, all service points",Total square metres per capita,Public seating,Public meeting room capacity,"Total hours open, all service points",Average hours open per week - all service points,Days open per year - all service points,"Municipal support, operating","Municipal support, capital",Municipal support,"Regional district support, operating","Regional district support, capital",Regional district support,Total local government support,Local government support per capita,Total LLB grants,"Provincial project grants, non-LLB",Federal project grants,Other project grants,Total Project grants (excluding LLB grants),Library generated revenue,Donations and fundraising,Other revenue,Total revenue,Revenue per capita,Transfers from reserve funds,Salaries and benefits,Physical library materials,"Electronic databases, online subscriptions, and eBooks",Total library materials (physical and electronic) expenditure,Total library materials (physical and electronic) expenditure per capita,Computer systems and telecommunications,Library facilities,Capital expenditure,Other expenditure,Total expenditure,Total expenditure per capita,Transfers to reserve,Amortization of tangible assets
Greenwood,A,2011, 837 , 54 , 1 , 16 , 8 , 256 ,31%, 3 , 16 , 18 , 34 , 293 ,35%, 127 ," 6,925 ", n.a. ," 6,925 ",8.3,0.6,6.5," 1,421 "," 6,477 ", -   , 51 ," 8,250 "," 15,175 "," 6,300 "," 1,670 "," 7,970 ", 298 , 265 ,89%,38.3, 975 , 785 ,81%," 1,057 "," 11,477 ", -   ," 11,477 ",95%,13.7," 11,431 ",13.7, 25 , 25 , -   , -   , -   , 66 , -   , 178 , 374 , -   , 552 , 551 ," 1,123 "," 12,054 "," 12,007 ", -   , -   ,0%," 12,054 ",14.4," 12,007 ", 11 , 8 , 400 , n.d. , 15 , 415 ,0.5, 15 , -   , 15 , 40 , 70 , 3 , 407 , -   , -   , -   , 73 , 407 , 85 , 447 ,0.5, 21 ,  , 2 , 5 , 90 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0, 787 ,0.4, 406 ,0.2," 1,193 ",0.7,0.78,0.9, 332 ,0.2, -   , 6 , 6 , 9 , 1 , -   , 3 , 3 ,3.6, -   , 4 , 1 , n.d. , 207 ," 1,426 "," 3,641 ",,,,,,Watts up? Pro power analyzer, 1 , -   ,No,Yes, 112 ,0.13, 16 , n.a. ," 1,066 ", 21 , 200 ," $5,304 ", $-   ," $5,304 "," $3,400 ", $-   ," $3,400 "," $8,704 ", $10.40 ," $12,418 "," $6,000 "," $2,100 "," $1,700 "," $9,800 "," $2,173 "," $6,530 ", $248 ," $39,873 ", $47.64 ," $5,343 "," $20,265 "," $6,996 ", $116 ," $7,112 ", $8.50 ," $2,083 "," $4,014 "," $6,731 "," $4,261 "," $44,466 ", $53.13 , n.a. , n.a. 
Hazelton District,A,2011," 6,590 ", 129 , n.d. , 21 , 4 ," 1,371 ",21%, 8 , 56 , 29 , 85 ," 1,464 ",22%, 238 ," 18,155 ", 85 ," 18,240 ",2.8,0.2,10.4," 2,124 ", n.d. , n.a. , 396 ," 10,800 "," 29,040 "," 19,750 ", 707 ," 20,457 ", 239 , 206 ,86%,11.3," 1,198 ", 493 ,41%, 949 ," 26,086 "," 1,454 "," 27,540 ",35%,4.2," 24,755 ",3.8, 92 , 92 , -   , -   , -   , 9 , -   , 190 , 780 , -   , 970 , 766 , 958 ," 28,602 "," 25,613 "," 49,056 "," 21,406 ",63%," 77,658 ",11.8," 47,019 ", 15 , 12 ," 13,050 ", n.d. ," 2,700 "," 15,750 ",2.4, 13 , 1 , 14 , 680 , 47 , 18 , 917 , 15 , 90 , -   , 80 ," 1,007 ", 75 ," 1,687 ",0.3, 96 , 6 , n.d. , 19 , 94 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0," 2,437 ",1.3," 3,210 ",1.8," 5,647 ",3.1,0.47,1.7," 2,172 ",1.2, -   , 12 , 12 , 24 , 1 , 3 , 1 , 4 ,0.6, -   , 5 , -   , n.a. , 110 ," 3,500 "," 2,370 ",Y,,,Y,,, 1 , -   ,No,Yes, 329 ,0.05, 30 , n.a. ," 1,754 ", 35 , 303 ," $2,500 ", $-   ," $2,500 "," $79,700 ", $-   ," $79,700 "," $82,200 ", $12.47 ," $44,401 ", $-   ," $2,764 "," $3,000 "," $5,764 "," $5,386 "," $1,227 ", $800 ," $139,778 ", $21.21 ," $23,377 "," $102,093 "," $15,325 "," $1,535 "," $16,860 ", $2.56 ," $4,703 "," $12,565 "," $5,990 "," $20,944 "," $163,155 ", $24.76 , $-   , n.a. 
Houston,A,2011," 3,008 ", 143 , 19 , 17 , 6 ," 1,327 ",44%, n.d. , 60 , 22 , 82 ," 1,409 ",47%, 509 ," 20,234 ", 839 ," 21,073 ",7.0,0.3,12.9," 6,722 ", n.d. , -   , 172 ," 4,445 "," 25,518 "," 22,650 "," 11,783 "," 34,433 "," 1,138 ", 935 ,82%,44.4," 1,067 ", 756 ,71%," 1,514 "," 20,927 ", n.d. ," 20,927 ",30%,7.0," 20,467 ",6.8, 26 , 26 , 54 , -   , 54 , 239 , -   , 373 , 509 , -   , 882 , 873 ," 1,753 "," 21,835 "," 21,366 "," 49,056 "," 21,406 ",69%," 70,891 ",23.6," 42,772 ", 12 , 9 ," 1,699 ", n.d. , 439 ," 2,138 ",0.7, 114 , -   , 114 , 717 , 112 , -   ," 1,265 ", 1 , 47 , -   , 113 ," 1,312 ", 227 ," 2,029 ",0.7, 63 , 1 , 3 , 3 , 230 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0," 2,017 ",1.1," 3,217 ",1.8," 5,234 ",2.9,0.96,1.4, 189 ,0.1, 1 , 4 , 5 , 18 , 2 , -   , 5 , 5 ,1.7, -   , 7 , 1 , n.d. , 406 ," 4,775 "," 28,657 ",Y,,,,,, 1 , -   ,,No, 495 ,0.16, 63 , 34 ," 1,632 ", 33 , 256 ," $105,500 ", $-   ," $105,500 ", $-   ," $2,600 "," $2,600 "," $108,100 ", $35.94 ," $30,918 ", $-   ," $2,737 "," $16,944 "," $19,681 "," $4,788 "," $1,785 "," $3,565 "," $168,837 ", $56.13 ," $18,771 "," $84,668 "," $12,178 ", $848 ," $13,026 ", $4.33 ," $5,238 "," $8,644 "," $5,008 "," $38,674 "," $155,258 ", $51.62 ," $1,909 ", n.d. 
Hudson's Hope,A,2011," 1,056 ", 39 , 9 , 3 , 36 , 325 ,31%, 9 , 3 , 5 , 8 , 342 ,32%, 20 ," 14,514 ", 203 ," 14,717 ",13.9,0.2,9.6," 6,381 "," 12,481 ", -   , 45 , -   ," 14,717 "," 4,526 "," 1,657 "," 6,183 ", 473 , 407 ,86%,27.7, 777 , 566 ,73%," 1,767 "," 15,903 ", -   ," 15,903 ",24%,15.1," 15,341 ",14.5, 26 , 108 , -   , -   , -   , 124 , -   , 310 , 450 , -   , 760 , 754 ," 1,891 "," 16,689 "," 16,203 "," 49,056 "," 21,406 ",75%," 65,745 ",62.3," 37,609 ", 12 , 9 , 61 , -   , -   , 61 ,0.1, 8 , 1 , 9 , 340 , 110 , 2 , 678 , 2 , -   , -   , 114 , 678 , 120 ," 1,018 ",1.0, 28 ,  , 3 , 6 , 126 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0," 2,684 ",1.5," 1,020 ",0.6," 3,704 ",2.0,1.93,1.4, -   ,0.0, -   , 3 , 3 , -   , 1 , 3 , 3 , 6 ,5.7, -   , 7 , 1 , n.d. , 60 , 598 ," 5,346 ",,,,,,, 1 , -   ,No,No, 210 ,0.20, 30 , 150 ," 1,530 ", 31 , 285 ," $93,680 ", $-   ," $93,680 ", $-   , $-   , $-   ," $93,680 ", $88.71 ," $14,008 ", $-   , $-   ," $2,067 "," $2,067 "," $1,529 "," $1,215 "," $2,662 "," $115,161 ", $109.05 , $-   ," $71,914 "," $14,281 ", $282 ," $14,563 ", $13.79 ," $2,062 "," $5,698 "," $9,195 "," $4,819 "," $108,251 ", $102.51 , $-   ," $11,038 "
Invermere,M,2011," 8,976 ", 329 , -   , 26 , 33 ," 2,002 ",22%, 3 , 41 , 103 , 144 ," 2,149 ",24%, 574 ," 37,236 "," 1,085 "," 38,321 ",4.3,0.6,19.4," 12,652 ", n.d. , -   , 365 , n.d. ," 38,321 "," 21,800 "," 6,661 "," 28,461 "," 2,434 "," 2,123 ",87%,55.4," 1,371 ", 780 ,57%," 1,621 "," 13,970 ", -   ," 13,970 ",22%,1.6," 13,153 ",1.5, 52 , 52 , -   , -   , -   , 96 , 20 , 107 , 367 , 147 , 641 , 617 ," 1,717 "," 14,663 "," 13,822 "," 49,056 "," 21,406 ",77%," 63,719 ",7.1," 35,228 ", 13 , 10 ," 5,300 ", n.d. ," 1,000 "," 6,300 ",0.7, 65 , 4 , 69 , 757 , 77 , 1 ," 1,916 ", 3 , 157 , 4 , 85 ," 2,073 ", 145 ," 2,830 ",0.3, 40 , 4 , 5 , 14 , 159 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0," 5,491 ",3.0, 338 ,0.2," 5,829 ",3.2,0.36,0.8, 572 ,0.3, 3 , 1 , 4 , 8 , -   , -   , 3 , 3 ,0.3, -   , 3 , 1 , 100 , 90 , 3 ," 17,163 ",Y,Y,,,,, 1 , -   ,No,No, 238 ,0.03, 20 , -   ," 1,976 ", 40 , 265 ," $80,000 "," $6,900 "," $86,900 "," $59,702 ", $-   ," $59,702 "," $146,602 ", $16.33 ," $48,672 ", $375 , $-   , $-   , $375 ," $5,744 "," $21,392 "," $1,713 "," $224,497 ", $25.01 , $-   ," $164,864 "," $1,556 "," $1,439 "," $2,995 ", $0.33 ," $9,255 "," $11,475 "," $18,112 "," $19,334 "," $226,035 ", $25.18 , $-   ," $22,827 "
Kaslo & District,A,2011," 2,627 ", 161 , 6 , 15 , 16 , 898 ,34%, 12 , 15 , 33 , 48 , 958 ,36%, 228 ," 22,784 ", 572 ," 23,356 ",8.9,0.4,19.5," 7,244 "," 20,620 ", 50 , 262 ," 2,800 "," 26,156 "," 15,900 "," 5,671 "," 21,571 "," 1,181 ", 952 ,81%,40.8, 676 , 419 ,62%," 1,421 "," 13,085 ", 39 ," 13,124 ",21%,5.0," 12,450 ",4.7, 30 , 35 , 48 , 55 , 103 , 104 , 6 , 448 , 204 , 9 , 667 , 667 ," 1,525 "," 13,821 "," 13,152 "," 49,056 "," 21,406 ",78%," 62,877 ",23.9," 34,558 ", 12 , 8 ," 1,650 ", n.d. , 450 ," 2,100 ",0.8, 6 , 3 , 9 , 276 , 5 , 3 , 576 , 2 , 78 , -   , 10 , 654 , 13 , 930 ,0.4, 39 , n.a. , 5 , 11 , 24 , -   , n.a. , -   , -   ,0.0,0.00, -   ,0.0," 2,050 ",1.1, 59 ,0.0," 2,109 ",1.2,0.44,0.5," 1,258 ",0.7, -   , 3 , 3 , 26 , 2 , -   , 2 , 2 ,0.8, -   , 4 , 1 , n.d. , 97 ," 2,127 "," 13,400 ",,Y,,,,, 1 , -   ,No,Yes, 178 ,0.07, 10 , -   ," 1,200 ", 24 , 196 , $-   , $-   , $-   ," $56,771 ", $-   ," $56,771 "," $56,771 ", $21.61 ," $17,815 ", $465 ," $5,671 "," $5,165 "," $11,301 "," $4,058 "," $6,778 "," $1,056 "," $97,779 ", $37.22 ," $9,376 "," $47,539 "," $10,727 ", $611 ," $11,338 ", $4.32 ," $6,581 "," $6,315 "," $2,752 "," $17,988 "," $92,513 ", $35.22 ," $8,318 "," $2,736 "
Kimberley,M,2011," 8,570 ", 492 , n.d. , n.d. , 29 ," 4,589 ",54%, n.d. , n.d. , 32 , 32 ," 4,621 ",54%, 176 ," 53,013 "," 1,190 "," 54,203 ",6.3,0.6,27.9," 13,702 ", n.d. , 9 , 285 ," 5,550 "," 59,753 "," 30,000 "," 9,324 "," 39,324 "," 1,712 "," 1,493 ",87%,27.5," 1,234 ", 716 ,58%," 2,501 "," 33,550 ", -   ," 33,550 ",39%,3.9," 33,550 ",3.9, 70 , 70 , 539 , -   , 539 , 210 , 20 ," 2,057 ", 831 , 22 ," 2,930 "," 2,077 "," 2,711 "," 36,550 "," 35,697 "," 49,056 "," 21,406 ",57%," 85,606 ",10.0," 57,103 ", 21 , 18 , 950 , 250 , 250 ," 1,450 ",0.2, 4 , 3 , 7 , n.d. , 2 , 2 , 857 , 1 , 15 , 1 , 6 , 872 , 7 , 872 ,0.1, 32 , 9 , 9 , 15 , 22 , 1 , 8 , -   , -   ,0.0,0.00," 1,950 ",1.1," 1,248 ",0.7," 3,000 ",1.6," 6,198 ",3.4,0.40,0.6, 536 ,0.3, 1 , 5 , 6 , 11 , 1 , -   , 9 , 9 ,1.1, 4 , 14 , 1 , n.d. , 339 ," 5,599 "," 21,214 ",Y,Y,Y,Y,Y,, 1 , -   ,No,Yes, 511 ,0.06, 34 , 39 ," 1,940 ", 39 , 250 ," $143,000 ", n.a. ," $143,000 "," $36,636 ", n.a. ," $36,636 "," $179,636 ", $20.96 ," $45,296 ", $-   ," $10,006 "," $1,068 "," $11,074 "," $7,160 "," $20,230 "," $18,515 "," $281,911 ", $32.90 , $-   ," $165,050 "," $46,257 "," $2,601 "," $48,858 ", $5.70 ," $10,157 "," $3,287 "," $13,489 "," $25,219 "," $266,060 ", $31.05 ," $18,015 ", n.d. 
Kitimat,A,2011," 9,178 ", 560 , n.d. , n.d. , n.d. ," 6,710 ",73%, 28 , n.d. , n.d. , -   ," 6,738 ",73%, 263 ," 75,323 ", n.a. ," 75,323 ",8.2,1.4,25.3," 15,772 "," 33,499 ", 39 , 56 ," 5,336 "," 80,659 "," 65,550 "," 20,765 "," 86,315 "," 1,268 ", 931 ,73%,12.4," 1,422 "," 1,034 ",73%," 3,410 "," 49,739 ", 539 ," 50,278 ",91%,5.5," 45,797 ",5.0, 57 , 56 , 921 , 115 ," 1,036 ", 537 , 174 ," 2,177 "," 2,417 ", 34 ," 4,802 "," 4,271 "," 3,947 "," 55,137 "," 50,124 ", -   , -   ,0%," 55,137 ",6.0," 50,124 ", 9 , 5 ," 6,814 ", n.d. ," 1,926 "," 8,740 ",1.0, 110 , -   , 110 , 322 , 193 , 2 ," 2,211 ", 4 , 56 , -   , 199 ," 2,267 ", 307 ," 2,589 ",0.3, 106 , 2 , 2 , 4 , 311 , -   , -   , -   ," 1,820 ",1.0,0.11," 1,820 ",1.0, n.a. ,," 6,500 ",3.6," 10,140 ",5.6,0.61,0.7, 100 ,0.1, 4 , 4 , 8 , 4 , 2 , -   , 7 , 7 ,0.8, 1 , 10 , 1 , n.d. , 841 ," 11,469 ", n.d. ,,,,,,, 1 , -   ,No,Yes, 900 ,0.10, 80 , 59 ," 2,974 ", 59 , 306 ," $506,621 ", $-   ," $506,621 ", n.a. , n.a. , $-   ," $506,621 ", $55.20 ," $55,281 "," $1,000 "," $16,166 ", $-   ," $17,166 "," $11,972 "," $6,440 ", $-   ," $597,480 ", $65.10 , n.a. ," $384,120 "," $55,041 "," $2,000 "," $57,041 ", $6.21 ," $11,296 "," $132,167 ", $-   ," $21,090 "," $605,714 ", $66.00 ," $40,704 ", n.d. 
Lillooet Area,A,2011," 4,486 ", 296 , 41 , 11 , 21 ," 1,421 ",32%, 402 , 38 , 82 , 120 ," 1,943 ",43%," 1,256 "," 33,592 ", 731 ," 34,323 ",7.7,0.4,15.3," 5,242 ", n.d. , 14 , n.d. ," 2,400 "," 36,723 "," 22,244 "," 8,303 "," 30,547 ", 714 , 591 ,83%,17.2," 1,535 ", 814 ,53%," 1,970 "," 22,385 ", 950 ," 23,335 ",30%,5.2," 21,691 ",4.8, 52 , 46 , -   , 50 , 50 , 648 , 17 ," 1,531 "," 3,406 ", 336 ," 5,290 "," 5,255 "," 2,618 "," 28,677 "," 26,992 "," 49,056 "," 21,406 ",63%," 77,733 ",17.3," 48,398 ", 10 , 7 ," 1,050 ", n.d. , 50 ," 1,100 ",0.2, 98 , 28 , 126 , 142 , 121 , 84 ," 1,783 ", 1 , 13 , 5 , 211 ," 1,796 ", 220 ," 1,938 ",0.4, 24 , 3 , 177 , 294 , 514 , -   , n.a. , -   , -   ,0.0,0.00, -   ,0.0," 4,303 ",2.4," 3,303 ",1.8," 7,606 ",4.2,0.93,1.2, 350 ,0.2, 1 , 15 , 16 , 20 , -   , -   , 11 , 11 ,2.5, -   , 11 , 3 , n.d. , 115 ," 7,212 "," 20,755 ",Y,Y,,,,, 3 , 1 ,No,Yes, 473 ,0.11, 30 , 30 ," 2,242 ", 45 , 447 ," $127,760 ", $-   ," $127,760 "," $65,490 ", $-   ," $65,490 "," $193,250 ", $43.08 ," $39,927 "," $44,326 "," $8,274 ", $-   ," $52,600 "," $2,516 "," $6,281 "," $5,452 "," $300,026 ", $66.88 , $-   ," $187,827 "," $29,824 "," $1,778 "," $31,602 ", $7.04 ," $9,527 "," $26,228 "," $5,967 "," $18,862 "," $280,013 ", $62.42 , n.d. , n.d. 
Mackenzie,M,2011," 3,820 ", 277 , -   , 4 , 7 , 786 ,21%, 1 , 4 , 18 , 22 , 809 ,21%, 88 ," 15,220 ", 340 ," 15,560 ",4.1,0.2,7.7," 5,328 "," 13,175 ", -   , 86 ," 4,250 "," 19,810 "," 27,656 "," 7,399 "," 35,055 ", 283 , 247 ,87%,15.9, 642 , 371 ,58%," 3,859 "," 20,193 "," 2,031 "," 22,224 ",31%,5.8," 19,946 ",5.2, 72 , 72 , 274 , -   , 274 , 1 , -   , 615 , 124 , 24 , 763 , 739 ," 3,860 "," 23,059 "," 20,757 "," 49,056 "," 21,406 ",68%," 72,115 ",18.9," 42,163 ", 14 , 11 , 700 , n.d. , -   , 700 ,0.2, 2 , -   , 2 , 10 , 63 , 7 , 547 , -   , -   , -   , 70 , 547 , 65 , 557 ,0.1, 48 , 3 , 7 , 14 , 79 , -   , -   , -   , -   ,0.0,0.00, -   ,0.0, 526 ,0.3," 4,516 ",2.5," 5,042 ",2.8,0.73,1.8, -   ,0.0, 2 , 4 , 6 , -   , 1 , -   , 6 , 6 ,1.6, 4 , 11 , 1 , n.d. , 132 ," 4,781 "," 19,415 ",,,,,,, 1 , -   ,No,Yes, 582 ,0.15, 52 , -   ," 2,025 ", 41 , 247 ," $207,971 "," $9,799 "," $217,770 "," $1,200 ", $-   ," $1,200 "," $218,970 ", $57.32 ," $32,102 ", $-   ," $4,452 ", $-   ," $4,452 "," $3,690 ", $121 , $-   ," $259,335 ", $67.89 , $-   ," $151,311 "," $24,350 "," $1,787 "," $26,137 ", $6.84 ," $1,742 "," $30,609 "," $6,507 "," $18,033 "," $234,339 ", $61.35 , $-   , $-   
McBride,A,2011," 1,840 ", 99 , -   , 2 , 6 , 547 ,30%, -   , 3 , 13 , 16 , 563 ,31%, 211 ," 15,994 ", 131 ," 16,125 ",8.8,0.2,8.8," 3,100 "," 11,503 ", -   , 76 ," 1,600 "," 17,725 "," 5,600 "," 2,149 "," 7,749 ", 709 , 535 ,75%,33.2," 1,100 ", 899 ,82%," 2,550 "," 15,870 ", -   ," 15,870 ",24%,8.6," 15,756 ",8.6, 40 , 40 , 13 , 9 , 22 , 446 , -   , 646 ," 1,103 ", 69 ," 1,818 "," 1,733 "," 2,996 "," 17,728 "," 17,529 "," 49,056 "," 21,406 ",73%," 66,784 ",36.3," 38,935 ", 13 , 9 , 650 , n.d. , 200 , 850 ,0.5, 4 , 4 , 8 , 221 , 4 , 3 , 248 , 1 , 208 , -   , 8 , 456 , 9 , 677 ,0.4, -   , 2 , 6 , 13 , 22 , -   , -   , -   , 240 ,0.1,0.07, -   ,0.0," 1,951 ",1.1," 3,379 ",1.9," 5,570 ",3.1,1.66,1.9, 60 ,0.0, -   , 8 , 8 , 1 , -   , -   , 13 , 13 ,7.1, -   , 13 , 2 , n.d. , 97 ," 1,300 "," 8,504 ",,,,,,, 2 , 1 ,No,Yes, 270 ,0.15, 30 , 10 ," 1,826 ", 37 , 338 , $-   , $-   , $-   ," $114,890 ", $-   ," $114,890 "," $114,890 ", $62.44 ," $16,561 ", $-   ," $10,527 "," $1,150 "," $11,677 "," $7,232 ", $-   , $-   ," $150,360 ", $81.72 , $-   ," $94,084 "," $19,841 ", $212 ," $20,053 ", $10.90 ," $2,142 "," $12,789 ", $-   ," $11,678 "," $140,746 ", $76.49 ," $2,905 "," $3,198 "
Midway,A,2011, 663 , 20 , 29 , 1 , 2 , 208 ,31%, 104 , 20 , 42 , 62 , 374 ,56%, 905 ," 13,458 ", -   ," 13,458 ",20.3,0.6,9.1," 1,409 "," 6,113 ", -   , 32 ," 3,765 "," 17,223 "," 3,100 "," 1,228 "," 4,328 ", 154 , 152 ,99%,11.3, 983 , 370 ,38%," 1,532 "," 17,229 "," 3,000 "," 20,229 ",85%,30.5," 17,109 ",25.8, 1 , -   , 140 , 3 , 143 , 168 , -   , -   ," 2,184 ", -   ," 2,184 "," 2,017 "," 1,700 "," 22,414 "," 19,126 "," 1,300 "," 1,300 ",5%," 23,714 ",35.8," 20,426 ", 13 , 10 , n.d. , n.d. , 360 , 360 ,0.5, 3 , 1 , 4 , 54 , 3 , 5 , 216 , 1 , -   , -   , 9 , 216 , 7 , 270 ,0.4, 25 , 2 , 8 , 14 , 21 , 1 , -   , -   , -   ,0.0,0.00, -   ,0.0, -   ,0.0," 2,110 ",1.2," 2,110 ",1.2,1.75,0.9," 4,592 ",2.5, -   , 3 , 3 , 19 , -   , -   , 3 , 3 ,4.5, 3 , 6 , 1 , n.d. , 13 , 927 ," 3,721 ",,,Y,Y,,P3\'s, 1 , -   ,No,No, 322 ,0.49, 3 , 15 ," 1,486 ", 30 , 200 ," $12,300 ", $-   ," $12,300 ", $-   , $-   , $-   ," $12,300 ", $18.55 ," $13,693 ", $-   ," $4,780 ", $-   ," $4,780 "," $1,115 "," $7,363 ", $393 ," $39,644 ", $59.79 , $-   ," $33,925 "," $4,133 "," $1,366 "," $5,499 ", $8.29 , $336 , $-   , $-   ," $4,187 "," $43,947 ", $66.29 , $-   ," $1,253 "
Nakusp,A,2011," 2,756 ", 130 , 43 , -   , 14 ," 1,199 ",44%, 167 , -   , 88 , 88 ," 1,454 ",53%, 647 ," 36,090 ", 325 ," 36,415 ",13.2,0.5,31.7," 8,458 "," 23,097 ", 3 , 136 ," 2,000 "," 38,415 "," 16,500 "," 6,869 "," 23,369 ", 970 , 789 ,81%,21.7," 1,175 ", 907 ,77%," 1,347 "," 18,252 ", -   ," 18,252 ",26%,6.6," 18,252 ",6.6, 40 , 40 , -   , -   , -   , 386 , 20 , 447 ," 2,254 ", 3 ," 2,724 "," 2,684 "," 1,733 "," 21,016 "," 20,976 "," 49,056 "," 21,406 ",70%," 70,072 ",25.4," 42,382 ", 12 , 9 ," 1,100 ", n.d. , 300 ," 1,400 ",0.5, 30 , 2 , 32 , 466 , 30 , 30 , 450 , 6 , 20 , -   , 66 , 470 , 66 , 936 ,0.3, 108 , 3 , 24 , 56 , 122 , -   , -   , -   , 840 ,0.5,0.17, -   ,0.0, 250 ,0.1," 2,450 ",1.3," 3,540 ",1.9,0.71,0.5, 800 ,0.4, -   , 4 , 4 , 35 , -   , -   , 6 , 6 ,2.2, -   , 6 , 1 , n.d. , 132 ," 3,350 "," 14,894 ",Y,Y,,,,, 1 , -   ,,, 279 ,0.10, 30 , 30 ," 1,150 ", 23 , 190 ," $43,200 ", $-   ," $43,200 "," $29,800 ", $-   ," $29,800 "," $73,000 ", $26.49 ," $20,622 ", $150 , $-   ," $8,865 "," $9,015 "," $4,796 "," $151,347 "," $1,126 "," $259,906 ", $94.31 , $-   ," $88,911 "," $18,133 ", n.d. ," $18,133 ", $6.58 ," $3,547 "," $14,141 "," $5,217 "," $11,203 "," $141,152 ", $51.22 ," $145,774 ", n.d. 
